Date,Anomaly
1948-01-01,0.02
1948-02-01,-0.08
1948-03-01,-0.21
1948-04-01,-0.04
1948-05-01,0.05
1948-06-01,-0.02
1948-07-01,-0.04
1948-08-01,-0.05
1948-09-01,-0.10
1948-10-01,-0.05
1948-11-01,-0.07
1948-12-01,-0.19
1949-01-01,0.06
1949-02-01,-0.15
1949-03-01,0.04
1949-04-01,-0.06
1949-05-01,-0.04
1949-06-01,-0.16
1949-07-01,-0.09
1949-08-01,-0.05
1949-09-01,-0.10
1949-10-01,-0.04
1949-11-01,-0.03
1949-12-01,-0.10
1950-01-01,-0.20
1950-02-01,-0.26
1950-03-01,-0.08
1950-04-01,-0.16
1950-05-01,-0.02
1950-06-01,-0.02
1950-07-01,-0.09
1950-08-01,-0.09
1950-09-01,-0.07
1950-10-01,-0.15
1950-11-01,-0.26
1950-12-01,-0.12
1951-01-01,-0.31
1951-02-01,-0.37
1951-03-01,-0.16
1951-04-01,-0.10
1951-05-01,0.04
1951-06-01,0.03
1951-07-01,0.10
1951-08-01,0.11
1951-09-01,0.17
1951-10-01,0.13
1951-11-01,0.03
1951-12-01,0.21
1952-01-01,0.14
1952-02-01,0.11
1952-03-01,-0.03
1952-04-01,0.07
1952-05-01,0.08
1952-06-01,0.05
1952-07-01,0.07
1952-08-01,0.06
1952-09-01,0.09
1952-10-01,0.02
1952-11-01,-0.08
1952-12-01,0.05
1953-01-01,0.07
1953-02-01,0.15
1953-03-01,0.15
1953-04-01,0.26
1953-05-01,0.20
1953-06-01,0.21
1953-07-01,0.09
1953-08-01,0.10
1953-09-01,0.07
1953-10-01,0.13
1953-11-01,0.04
1953-12-01,0.07
1954-01-01,-0.20
1954-02-01,-0.06
1954-03-01,-0.14
1954-04-01,-0.08
1954-05-01,-0.12
1954-06-01,-0.06
1954-07-01,-0.09
1954-08-01,-0.05
1954-09-01,-0.01
1954-10-01,-0.01
1954-11-01,0.09
1954-12-01,-0.12
1955-01-01,0.13
1955-02-01,-0.17
1955-03-01,-0.29
1955-04-01,-0.20
1955-05-01,-0.15
1955-06-01,-0.08
1955-07-01,-0.11
1955-08-01,-0.02
1955-09-01,-0.04
1955-10-01,-0.09
1955-11-01,-0.26
1955-12-01,-0.27
1956-01-01,-0.11
1956-02-01,-0.17
1956-03-01,-0.16
1956-04-01,-0.25
1956-05-01,-0.26
1956-06-01,-0.16
1956-07-01,-0.12
1956-08-01,-0.19
1956-09-01,-0.23
1956-10-01,-0.22
1956-11-01,-0.15
1956-12-01,-0.02
1957-01-01,-0.06
1957-02-01,-0.09
1957-03-01,-0.09
1957-04-01,-0.05
1957-05-01,0.06
1957-06-01,0.15
1957-07-01,0.01
1957-08-01,0.26
1957-09-01,0.17
1957-10-01,0.09
1957-11-01,0.08
1957-12-01,0.17
1958-01-01,0.35
1958-02-01,0.26
1958-03-01,0.12
1958-04-01,0.06
1958-05-01,0.10
1958-06-01,-0.03
1958-07-01,0.02
1958-08-01,0.01
1958-09-01,-0.03
1958-10-01,0.04
1958-11-01,0.03
1958-12-01,0.08
1959-01-01,0.07
1959-02-01,0.10
1959-03-01,0.19
1959-04-01,0.17
1959-05-01,0.04
1959-06-01,0.11
1959-07-01,0.08
1959-08-01,0.04
1959-09-01,0.10
1959-10-01,-0.06
1959-11-01,-0.02
1959-12-01,0.02
1960-01-01,0.05
1960-02-01,0.11
1960-03-01,-0.25
1960-04-01,-0.08
1960-05-01,-0.04
1960-06-01,0.08
1960-07-01,0.08
1960-08-01,0.01
1960-09-01,0.13
1960-10-01,0.08
1960-11-01,-0.11
1960-12-01,0.26
1961-01-01,0.14
1961-02-01,0.18
1961-03-01,0.10
1961-04-01,0.21
1961-05-01,0.04
1961-06-01,0.10
1961-07-01,0.05
1961-08-01,0.05
1961-09-01,0.08
1961-10-01,-0.11
1961-11-01,0.04
1961-12-01,-0.09
1962-01-01,0.08
1962-02-01,0.11
1962-03-01,0.16
1962-04-01,0.00
1962-05-01,0.02
1962-06-01,-0.06
1962-07-01,0.10
1962-08-01,0.07
1962-09-01,-0.04
1962-10-01,0.03
1962-11-01,0.11
1962-12-01,0.06
1963-01-01,0.02
1963-02-01,0.22
1963-03-01,-0.13
1963-04-01,0.01
1963-05-01,-0.02
1963-06-01,0.10
1963-07-01,0.04
1963-08-01,0.18
1963-09-01,0.13
1963-10-01,0.21
1963-11-01,0.19
1963-12-01,0.05
1964-01-01,-0.08
1964-02-01,-0.10
1964-03-01,-0.15
1964-04-01,-0.23
1964-05-01,-0.15
1964-06-01,-0.04
1964-07-01,0.00
1964-08-01,-0.18
1964-09-01,-0.14
1964-10-01,-0.26
1964-11-01,-0.20
1964-12-01,-0.23
1965-01-01,-0.08
1965-02-01,-0.15
1965-03-01,-0.11
1965-04-01,-0.11
1965-05-01,-0.19
1965-06-01,-0.07
1965-07-01,0.00
1965-08-01,0.02
1965-09-01,-0.06
1965-10-01,0.01
1965-11-01,0.03
1965-12-01,-0.02
1966-01-01,-0.14
1966-02-01,-0.04
1966-03-01,-0.02
1966-04-01,-0.07
1966-05-01,-0.10
1966-06-01,0.11
1966-07-01,0.09
1966-08-01,-0.02
1966-09-01,0.06
1966-10-01,-0.14
1966-11-01,0.01
1966-12-01,0.01
1967-01-01,-0.10
1967-02-01,-0.15
1967-03-01,0.05
1967-04-01,0.00
1967-05-01,0.22
1967-06-01,0.03
1967-07-01,-0.02
1967-08-01,0.09
1967-09-01,-0.04
1967-10-01,0.12
1967-11-01,-0.03
1967-12-01,0.04
1968-01-01,-0.18
1968-02-01,-0.09
1968-03-01,0.18
1968-04-01,-0.04
1968-05-01,-0.16
1968-06-01,-0.13
1968-07-01,-0.05
1968-08-01,-0.02
1968-09-01,-0.11
1968-10-01,0.04
1968-11-01,-0.05
1968-12-01,-0.07
1969-01-01,-0.08
1969-02-01,-0.11
1969-03-01,0.09
1969-04-01,0.11
1969-05-01,0.18
1969-06-01,0.01
1969-07-01,0.11
1969-08-01,0.10
1969-09-01,0.15
1969-10-01,0.10
1969-11-01,0.16
1969-12-01,0.33
1970-01-01,0.15
1970-02-01,0.21
1970-03-01,0.07
1970-04-01,0.09
1970-05-01,0.05
1970-06-01,0.05
1970-07-01,0.03
1970-08-01,0.03
1970-09-01,0.06
1970-10-01,-0.03
1970-11-01,0.04
1970-12-01,-0.10
1971-01-01,-0.01
1971-02-01,-0.15
1971-03-01,-0.08
1971-04-01,-0.09
1971-05-01,-0.03
1971-06-01,-0.06
1971-07-01,0.00
1971-08-01,-0.02
1971-09-01,0.01
1971-10-01,-0.07
1971-11-01,-0.05
1971-12-01,-0.05
1972-01-01,-0.24
1972-02-01,-0.16
1972-03-01,0.06
1972-04-01,0.05
1972-05-01,0.01
1972-06-01,0.08
1972-07-01,0.07
1972-08-01,0.09
1972-09-01,0.04
1972-10-01,0.12
1972-11-01,0.06
1972-12-01,0.14
1973-01-01,0.35
1973-02-01,0.38
1973-03-01,0.35
1973-04-01,0.29
1973-05-01,0.24
1973-06-01,0.25
1973-07-01,0.16
1973-08-01,0.14
1973-09-01,0.11
1973-10-01,0.06
1973-11-01,0.02
1973-12-01,0.05
1974-01-01,-0.08
1974-02-01,-0.24
1974-03-01,-0.01
1974-04-01,-0.05
1974-05-01,-0.02
1974-06-01,-0.05
1974-07-01,0.04
1974-08-01,0.05
1974-09-01,-0.02
1974-10-01,-0.06
1974-11-01,-0.09
1974-12-01,-0.06
1975-01-01,0.06
1975-02-01,0.08
1975-03-01,0.12
1975-04-01,0.11
1975-05-01,0.08
1975-06-01,0.06
1975-07-01,0.04
1975-08-01,-0.02
1975-09-01,0.04
1975-10-01,-0.12
1975-11-01,-0.17
1975-12-01,-0.09
1976-01-01,-0.01
1976-02-01,-0.08
1976-03-01,-0.13
1976-04-01,0.04
1976-05-01,-0.11
1976-06-01,-0.04
1976-07-01,-0.03
1976-08-01,0.01
1976-09-01,0.03
1976-10-01,-0.16
1976-11-01,-0.03
1976-12-01,0.12
1977-01-01,0.20
1977-02-01,0.22
1977-03-01,0.25
1977-04-01,0.28
1977-05-01,0.28
1977-06-01,0.26
1977-07-01,0.19
1977-08-01,0.16
1977-09-01,0.21
1977-10-01,0.12
1977-11-01,0.23
1977-12-01,0.11
1978-01-01,0.15
1978-02-01,0.15
1978-03-01,0.23
1978-04-01,0.14
1978-05-01,0.10
1978-06-01,0.05
1978-07-01,0.06
1978-08-01,0.01
1978-09-01,0.10
1978-10-01,0.07
1978-11-01,0.21
1978-12-01,0.12
1979-01-01,0.14
1979-02-01,-0.06
1979-03-01,0.20
1979-04-01,0.10
1979-05-01,0.18
1979-06-01,0.23
1979-07-01,0.23
1979-08-01,0.26
1979-09-01,0.28
1979-10-01,0.31
1979-11-01,0.31
1979-12-01,0.50
1980-01-01,0.35
1980-02-01,0.43
1980-03-01,0.32
1980-04-01,0.33
1980-05-01,0.38
1980-06-01,0.29
1980-07-01,0.28
1980-08-01,0.22
1980-09-01,0.21
1980-10-01,0.20
1980-11-01,0.27
1980-12-01,0.23
1981-01-01,0.55
1981-02-01,0.43
1981-03-01,0.45
1981-04-01,0.38
1981-05-01,0.31
1981-06-01,0.34
1981-07-01,0.27
1981-08-01,0.27
1981-09-01,0.23
1981-10-01,0.25
1981-11-01,0.32
1981-12-01,0.45
1982-01-01,0.12
1982-02-01,0.21
1982-03-01,0.12
1982-04-01,0.22
1982-05-01,0.18
1982-06-01,0.16
1982-07-01,0.19
1982-08-01,0.15
1982-09-01,0.23
1982-10-01,0.18
1982-11-01,0.13
1982-12-01,0.41
1983-01-01,0.51
1983-02-01,0.46
1983-03-01,0.44
1983-04-01,0.25
1983-05-01,0.29
1983-06-01,0.31
1983-07-01,0.31
1983-08-01,0.36
1983-09-01,0.35
1983-10-01,0.23
1983-11-01,0.38
1983-12-01,0.27
1984-01-01,0.31
1984-02-01,0.22
1984-03-01,0.28
1984-04-01,0.13
1984-05-01,0.32
1984-06-01,0.17
1984-07-01,0.16
1984-08-01,0.19
1984-09-01,0.20
1984-10-01,0.20
1984-11-01,0.11
1984-12-01,0.06
1985-01-01,0.29
1985-02-01,0.08
1985-03-01,0.25
1985-04-01,0.12
1985-05-01,0.22
1985-06-01,0.16
1985-07-01,0.10
1985-08-01,0.16
1985-09-01,0.16
1985-10-01,0.16
1985-11-01,0.14
1985-12-01,0.17
1986-01-01,0.23
1986-02-01,0.38
1986-03-01,0.33
1986-04-01,0.27
1986-05-01,0.35
1986-06-01,0.22
1986-07-01,0.13
1986-08-01,0.15
1986-09-01,0.03
1986-10-01,0.19
1986-11-01,0.13
1986-12-01,0.17
1987-01-01,0.30
1987-02-01,0.36
1987-03-01,0.15
1987-04-01,0.21
1987-05-01,0.33
1987-06-01,0.40
1987-07-01,0.46
1987-08-01,0.34
1987-09-01,0.39
1987-10-01,0.35
1987-11-01,0.26
1987-12-01,0.48
1988-01-01,0.54
1988-02-01,0.46
1988-03-01,0.46
1988-04-01,0.46
1988-05-01,0.48
1988-06-01,0.41
1988-07-01,0.38
1988-08-01,0.51
1988-09-01,0.41
1988-10-01,0.40
1988-11-01,0.16
1988-12-01,0.32
1989-01-01,0.12
1989-02-01,0.33
1989-03-01,0.36
1989-04-01,0.40
1989-05-01,0.24
1989-06-01,0.10
1989-07-01,0.33
1989-08-01,0.32
1989-09-01,0.40
1989-10-01,0.35
1989-11-01,0.19
1989-12-01,0.40
1990-01-01,0.40
1990-02-01,0.38
1990-03-01,0.78
1990-04-01,0.61
1990-05-01,0.51
1990-06-01,0.42
1990-07-01,0.36
1990-08-01,0.38
1990-09-01,0.30
1990-10-01,0.41
1990-11-01,0.42
1990-12-01,0.41
1991-01-01,0.42
1991-02-01,0.52
1991-03-01,0.38
1991-04-01,0.59
1991-05-01,0.44
1991-06-01,0.56
1991-07-01,0.41
1991-08-01,0.37
1991-09-01,0.39
1991-10-01,0.33
1991-11-01,0.31
1991-12-01,0.33
1992-01-01,0.44
1992-02-01,0.42
1992-03-01,0.46
1992-04-01,0.24
1992-05-01,0.37
1992-06-01,0.28
1992-07-01,0.13
1992-08-01,0.12
1992-09-01,0.06
1992-10-01,0.02
1992-11-01,0.06
1992-12-01,0.22
1993-01-01,0.34
1993-02-01,0.39
1993-03-01,0.38
1993-04-01,0.36
1993-05-01,0.31
1993-06-01,0.32
1993-07-01,0.31
1993-08-01,0.11
1993-09-01,0.21
1993-10-01,0.22
1993-11-01,0.10
1993-12-01,0.18
1994-01-01,0.22
1994-02-01,0.07
1994-03-01,0.30
1994-04-01,0.41
1994-05-01,0.32
1994-06-01,0.44
1994-07-01,0.32
1994-08-01,0.27
1994-09-01,0.27
1994-10-01,0.45
1994-11-01,0.43
1994-12-01,0.40
1995-01-01,0.55
1995-02-01,0.77
1995-03-01,0.49
1995-04-01,0.51
1995-05-01,0.33
1995-06-01,0.50
1995-07-01,0.45
1995-08-01,0.50
1995-09-01,0.44
1995-10-01,0.44
1995-11-01,0.48
1995-12-01,0.32
1996-01-01,0.28
1996-02-01,0.49
1996-03-01,0.37
1996-04-01,0.37
1996-05-01,0.34
1996-06-01,0.37
1996-07-01,0.35
1996-08-01,0.44
1996-09-01,0.27
1996-10-01,0.21
1996-11-01,0.44
1996-12-01,0.38
1997-01-01,0.30
1997-02-01,0.40
1997-03-01,0.52
1997-04-01,0.40
1997-05-01,0.41
1997-06-01,0.57
1997-07-01,0.42
1997-08-01,0.46
1997-09-01,0.60
1997-10-01,0.68
1997-11-01,0.65
1997-12-01,0.59
1998-01-01,0.58
1998-02-01,0.83
1998-03-01,0.68
1998-04-01,0.71
1998-05-01,0.69
1998-06-01,0.76
1998-07-01,0.69
1998-08-01,0.69
1998-09-01,0.48
1998-10-01,0.44
1998-11-01,0.44
1998-12-01,0.59
1999-01-01,0.49
1999-02-01,0.63
1999-03-01,0.39
1999-04-01,0.37
1999-05-01,0.33
1999-06-01,0.38
1999-07-01,0.41
1999-08-01,0.34
1999-09-01,0.47
1999-10-01,0.37
1999-11-01,0.39
1999-12-01,0.49
2000-01-01,0.34
2000-02-01,0.57
2000-03-01,0.59
2000-04-01,0.62
2000-05-01,0.39
2000-06-01,0.37
2000-07-01,0.41
2000-08-01,0.47
2000-09-01,0.44
2000-10-01,0.34
2000-11-01,0.33
2000-12-01,0.30
2001-01-01,0.44
2001-02-01,0.46
2001-03-01,0.57
2001-04-01,0.56
2001-05-01,0.58
2001-06-01,0.55
2001-07-01,0.63
2001-08-01,0.48
2001-09-01,0.57
2001-10-01,0.47
2001-11-01,0.71
2001-12-01,0.63
2002-01-01,0.68
2002-02-01,0.70
2002-03-01,0.86
2002-04-01,0.56
2002-05-01,0.67
2002-06-01,0.54
2002-07-01,0.59
2002-08-01,0.52
2002-09-01,0.66
2002-10-01,0.57
2002-11-01,0.63
2002-12-01,0.51
2003-01-01,0.71
2003-02-01,0.57
2003-03-01,0.61
2003-04-01,0.60
2003-05-01,0.64
2003-06-01,0.53
2003-07-01,0.60
2003-08-01,0.59
2003-09-01,0.66
2003-10-01,0.77
2003-11-01,0.57
2003-12-01,0.76
2004-01-01,0.58
2004-02-01,0.67
2004-03-01,0.66
2004-04-01,0.65
2004-05-01,0.42
2004-06-01,0.47
2004-07-01,0.32
2004-08-01,0.44
2004-09-01,0.52
2004-10-01,0.61
2004-11-01,0.72
2004-12-01,0.50
2005-01-01,0.74
2005-02-01,0.62
2005-03-01,0.76
2005-04-01,0.70
2005-05-01,0.70
2005-06-01,0.67
2005-07-01,0.66
2005-08-01,0.59
2005-09-01,0.73
2005-10-01,0.75
2005-11-01,0.78
2005-12-01,0.74
2006-01-01,0.63
2006-02-01,0.81
2006-03-01,0.67
2006-04-01,0.52
2006-05-01,0.52
2006-06-01,0.66
2006-07-01,0.56
2006-08-01,0.73
2006-09-01,0.69
2006-10-01,0.68
2006-11-01,0.72
2006-12-01,0.78
2007-01-01,0.93
2007-02-01,0.73
2007-03-01,0.69
2007-04-01,0.81
2007-05-01,0.65
2007-06-01,0.57
2007-07-01,0.59
2007-08-01,0.58
2007-09-01,0.61
2007-10-01,0.60
2007-11-01,0.58
2007-12-01,0.52
2008-01-01,0.29
2008-02-01,0.35
2008-03-01,0.74
2008-04-01,0.52
2008-05-01,0.52
2008-06-01,0.52
2008-07-01,0.56
2008-08-01,0.48
2008-09-01,0.62
2008-10-01,0.69
2008-11-01,0.71
2008-12-01,0.57
2009-01-01,0.66
2009-02-01,0.52
2009-03-01,0.54
2009-04-01,0.59
2009-05-01,0.61
2009-06-01,0.63
2009-07-01,0.72
2009-08-01,0.71
2009-09-01,0.73
2009-10-01,0.69
2009-11-01,0.82
2009-12-01,0.70
2010-01-01,0.74
2010-02-01,0.83
2010-03-01,0.90
2010-04-01,0.89
2010-05-01,0.78
2010-06-01,0.70
2010-07-01,0.66
2010-08-01,0.66
2010-09-01,0.62
2010-10-01,0.67
2010-11-01,0.79
2010-12-01,0.52
2011-01-01,0.55
2011-02-01,0.51
2011-03-01,0.67
2011-04-01,0.65
2011-05-01,0.55
2011-06-01,0.63
2011-07-01,0.72
2011-08-01,0.70
2011-09-01,0.60
2011-10-01,0.71
2011-11-01,0.60
2011-12-01,0.61
2012-01-01,0.48
2012-02-01,0.54
2012-03-01,0.55
2012-04-01,0.75
2012-05-01,0.76
2012-06-01,0.67
2012-07-01,0.64
2012-08-01,0.65
2012-09-01,0.76
2012-10-01,0.79
2012-11-01,0.80
2012-12-01,0.55
2013-01-01,0.70
2013-02-01,0.62
2013-03-01,0.68
2013-04-01,0.57
2013-05-01,0.67
2013-06-01,0.67
2013-07-01,0.61
2013-08-01,0.70
2013-09-01,0.77
2013-10-01,0.68
2013-11-01,0.81
2013-12-01,0.72
2014-01-01,0.74
2014-02-01,0.57
2014-03-01,0.82
2014-04-01,0.85
2014-05-01,0.87
2014-06-01,0.72
2014-07-01,0.62
2014-08-01,0.83
2014-09-01,0.87
2014-10-01,0.82
2014-11-01,0.68
2014-12-01,0.79
2015-01-01,0.82
2015-02-01,0.90
2015-03-01,0.97
2015-04-01,0.81
2015-05-01,0.83
2015-06-01,0.87
2015-07-01,0.77
2015-08-01,0.83
2015-09-01,0.91
2015-10-01,1.10
2015-11-01,1.06
2015-12-01,1.13
2016-01-01,1.23
2016-02-01,1.34
2016-03-01,1.35
2016-04-01,1.15
2016-05-01,1.00
2016-06-01,0.84
2016-07-01,0.86
2016-08-01,0.97
2016-09-01,0.92
2016-10-01,0.88
2016-11-01,0.94
2016-12-01,0.91
2017-01-01,1.06
2017-02-01,1.12
2017-03-01,1.18
2017-04-01,0.99
2017-05-01,0.92
2017-06-01,0.77
2017-07-01,0.83
2017-08-01,0.89
2017-09-01,0.83
2017-10-01,0.92
2017-11-01,0.91
2017-12-01,0.99
2018-01-01,0.83
2018-02-01,0.90
2018-03-01,0.93
2018-04-01,0.90
2018-05-01,0.81
2018-06-01,0.76
2018-07-01,0.80
2018-08-01,0.76
2018-09-01,0.82
2018-10-01,1.05
2018-11-01,0.84
2018-12-01,0.94
2019-01-01,0.92
2019-02-01,0.92
2019-03-01,1.16
2019-04-01,1.03
2019-05-01,0.91
2019-06-01,0.91
2019-07-01,0.92
2019-08-01,0.92
2019-09-01,0.97
2019-10-01,1.01
2019-11-01,0.99
2019-12-01,1.10
2020-01-01,1.14
2020-02-01,1.20
2020-03-01,1.16
2020-04-01,1.14
2020-05-01,1.00
2020-06-01,0.93
2020-07-01,0.91
2020-08-01,0.90
2020-09-01,0.98
2020-10-01,0.91
2020-11-01,1.05
2020-12-01,0.84
2021-01-01,0.84
2021-02-01,0.66
2021-03-01,0.88
2021-04-01,0.80
2021-05-01,0.81
2021-06-01,0.86
2021-07-01,0.93
2021-08-01,0.84
2021-09-01,0.92
2021-10-01,0.99
2021-11-01,0.95
2021-12-01,0.87
2022-01-01,0.93
2022-02-01,0.92
2022-03-01,1.11
2022-04-01,0.90
2022-05-01,0.86
2022-06-01,0.89
2022-07-01,0.89
2022-08-01,0.93
2022-09-01,0.90
2022-10-01,0.97
2022-11-01,0.75
2022-12-01,0.84
2023-01-01,0.89
2023-02-01,1.01
2023-03-01,1.23
2023-04-01,0.98
2023-05-01,0.96
2023-06-01,1.07
2023-07-01,1.13
2023-08-01,1.23
2023-09-01,1.44
2023-10-01,1.36
2023-11-01,1.45
2023-12-01,1.43
